year,repo,commit,root_cause,symptom,code_add,code_remove,platform_related,error_handling,propagation_chain_1,propagation_chain_2,len_panic
2022,rust-analyzer,4fcaefa6,Bound,Panic,176,62,0,1,safe,safe,-3
2022,rust-analyzer,4fe10b7b,Alg,Panic,4,0,0,0,safe,safe,-3
2022,rust-analyzer,518e39bf,Alg,Panic,46,21,0,1,safe,safe,-3
2022,rust-analyzer,537cc1ee,Doc,Behavior,85,21,0,1,safe,safe,-1
2022,rust-analyzer,56d88868,Doc,Behavior,39,8,0,0,safe,safe,-1
2022,rust-analyzer,57cc2a6e,Doc,Behavior,122,76,0,0,safe,safe,-1
2022,rust-analyzer,5986d219,Alg,Behavior,118,85,0,1,safe,safe,-1
2022,rust-analyzer,59c49a9c,Alg,Behavior,42,7,0,1,safe,safe,-1
2022,rust-analyzer,5af3ef52,Alg,Behavior,140,112,0,0,safe,safe,-1
2022,rust-analyzer,5fe366c6,Unwrap,Panic,28,0,0,1,safe,safe,-1
2022,rust-analyzer,61b14493,Alg,Behavior,63,17,0,1,safe,safe,-1
2022,rust-analyzer,631ed2a5,Alg,Behavior,41,16,0,1,safe,safe,-1
2022,rust-analyzer,632f8047,Alg,Panic,34,20,0,1,safe,safe,-3
2022,rust-analyzer,6d61be8e,Alg,Behavior,186,24,0,1,safe,safe,-1
2022,rust-analyzer,6dfd8aeb,Alg,Behavior,82,23,0,1,safe,safe,-1
2022,rust-analyzer,6f313cef,Mac,Behavior,196,58,0,0,safe,safe,-1
2022,rust-analyzer,7322a982,Alg,Behavior,43,8,0,1,safe,safe,-1
2022,rust-analyzer,74ae2dd3,Alg,Panic,43,43,0,0,safe,safe,-3
2022,rust-analyzer,7585127b,Alg,Behavior,242,118,0,1,safe,safe,-1
2022,rust-analyzer,75fada4a,Alg,Behavior,14,4,0,1,safe,safe,-1
2022,rust-analyzer,766c5f08,Alg,Behavior,57,27,0,1,safe,safe,-1
2022,rust-analyzer,79a7ba0b,Ver,Panic,6,3,0,0,safe,safe,-3
2022,rust-analyzer,7a704f2c,Ver,Compile,94,13,0,0,safe,safe,-1
2022,rust-analyzer,7ade4d49,Alg,Behavior,252,84,0,0,safe,safe,-1
2022,rust-analyzer,7b663a3a,Other,Behavior,1,2,0,0,safe,safe,-1
2022,rust-analyzer,84544134,Alg,Behavior,188,2,0,1,safe,safe,-1
2022,rust-analyzer,85bcca6b,Doc,Behavior,26,5,0,0,safe,safe,-1
2022,rust-analyzer,88515b98,Doc,Behavior,18,8,0,1,safe,safe,-1
2022,rust-analyzer,8c718a47,Alg,Behavior,5,4,0,0,safe,safe,-1
2022,rust-analyzer,90f78999,Alg,Behavior,427,28,0,1,safe,safe,-1
2022,rust-analyzer,932e63b5,Alg,Behavior,29,4,0,0,safe,safe,-1
2022,rust-analyzer,93c52e41,Doc,Behavior,49,0,0,0,safe,safe,-1
2022,rust-analyzer,979b5b32,Alg,Behavior,89,9,0,0,safe,safe,-1
2022,rust-analyzer,98d1724c,Alg,Behavior,32,7,0,0,safe,safe,-1
2022,rust-analyzer,994f3cf7,Alg,Behavior,304,60,0,1,safe,safe,-1
2022,rust-analyzer,9bc2ee34,Alg,Behavior,88,3,0,0,safe,safe,-1
2022,rust-analyzer,9ef01d08,Alg,Behavior,30,8,0,1,safe,safe,-1
2022,rust-analyzer,9f69d024,Alg,Behavior,15,9,0,0,safe,safe,-1
2022,rust-analyzer,9fdfa9f0,Alg,Behavior,17,1,0,1,safe,safe,-1
2022,rust-analyzer,a27e4dad,Alg,Behavior,2,0,0,0,safe,safe,-1
2022,rust-analyzer,a2ad3d06,Doc,Behavior,8,4,0,1,safe,safe,-1
2022,rust-analyzer,a2cc1d6b,Alg,Behavior,22,2,0,0,safe,safe,-1
2022,rust-analyzer,a3ea20a1,Alg,Behavior,245,18,0,1,safe,safe,-1
2022,rust-analyzer,a57fee6b,Alg,Behavior,146,26,0,1,safe,safe,-1
2022,rust-analyzer,a64a70eb,Alg,Behavior,22,22,0,0,safe,safe,-1
2022,rust-analyzer,a670ff88,Doc,Behavior,140,45,0,1,safe,safe,-1
2022,rust-analyzer,a8e97bcf,Alg,Behavior,20,0,0,1,safe,safe,-1
2022,rust-analyzer,ac60077e,Doc,Behavior,50,67,0,1,safe,safe,-1
2022,rust-analyzer,ada51f2a,Alg,Behavior,352,2,0,1,safe,safe,-1
2022,rust-analyzer,b0329937,Alg,Behavior,30,22,0,1,safe,safe,-1
2022,rust-analyzer,b1a4ba3e,Bound,Panic,94,42,0,1,safe,safe,-3
2022,rust-analyzer,b569bbba,Alg,Behavior,13,3,0,0,safe,safe,-1
2022,rust-analyzer,b6fae56e,Alg,Behavior,45,21,0,0,safe,safe,-1
2022,rust-analyzer,b8e1d09b,Doc,Behavior,56,2,0,0,safe,safe,-1
2022,rust-analyzer,b8ed4a38,Doc,Behavior,86,56,0,0,safe,safe,-1
2022,rust-analyzer,ba9aed19,Alg,Behavior,41,33,0,0,safe,safe,-1
2022,rust-analyzer,c0ee2f23,Alg,Behavior,3,3,0,0,safe,safe,-1
2022,rust-analyzer,c17db9fa,Alg,Behavior,468,11,0,1,safe,safe,-1
2022,rust-analyzer,c2ea3789,Alg,Behavior,52,0,0,1,safe,safe,-1
2022,rust-analyzer,c2eebd7a,Alg,Behavior,46,2,0,1,safe,safe,-1
2022,rust-analyzer,cc12d9df,Alg,Behavior,46,10,0,1,safe,safe,-1
2022,rust-analyzer,cc695363,Bound,Panic,17,1,0,0,safe,safe,0
2022,rust-analyzer,cee1e157,Alg,Behavior,255,63,0,1,safe,safe,-1
2022,rust-analyzer,d4b79ad7,Alg,Behavior,28,4,0,0,safe,safe,-1
2022,rust-analyzer,db1434b3,Alg,Behavior,7,4,0,0,safe,safe,-1
2022,rust-analyzer,db9930b9,Alg,Panic,16,9,0,1,safe,safe,-3
2022,rust-analyzer,dbb1c1b4,Alg,Behavior,63,1,0,0,safe,safe,-1
2022,rust-analyzer,dea16397,Alg,Behavior,75,22,0,1,safe,safe,-1
2022,rust-analyzer,df387703,Alg,Behavior,74,12,0,1,safe,safe,-1
2022,rust-analyzer,e0e18cc2,Doc,Behavior,140,19,0,1,safe,safe,-1
2022,rust-analyzer,e0ff4bef,Alg,Behavior,167,10,0,1,safe,safe,-1
2022,rust-analyzer,e1099aaa,Alg,Behavior,171,173,0,1,safe,safe,-1
2022,rust-analyzer,e4ead8a7,Alg,Behavior,101,55,0,2,safe,safe,-1
2022,rust-analyzer,e70681f2,Doc,Behavior,74,4,0,1,safe,safe,-1
2022,rust-analyzer,e8e598f6,Doc,Behavior,26,17,0,0,safe,safe,-1
2022,rust-analyzer,ebe6e30f,Alg,Panic,71,36,0,1,safe,safe,-3
2022,rust-analyzer,ed44fe52,Alg,Behavior,221,128,0,0,safe,safe,-1
2022,rust-analyzer,ef27641f,Owner,Panic,9,1,0,1,safe,safe,0
2022,rust-analyzer,f23114c8,Type,Behavior,2,2,0,0,safe,safe,-1
2022,rust-analyzer,f3e9b38e,Alg,Behavior,80,14,0,1,safe,safe,-1
2022,rust-analyzer,f88293f7,Alg,Panic,68,23,0,1,safe,safe,-3
2022,rust-analyzer,f8c416e1,Alg,Behavior,46,4,0,1,safe,safe,-1
2022,rust-analyzer,fa133d06,Doc,Behavior,270,24,0,1,safe,safe,-1
2022,rust-analyzer,fb0db2a4,Alg,Behavior,105,6,0,1,safe,safe,-1
2022,rust-analyzer,fbba1d7a,Doc,Behavior,63,41,0,1,safe,safe,-1
2022,rust-analyzer,fdc28b43,Unwrap,Panic,49,9,0,1,safe,safe,3
2022,snarkOS,89ec44e8,Unwrap,Panic,27,14,0,1,safe,safe,-1
2022,snarkOS,f7f0d120,Unwrap,Panic,4,5,0,0,safe,safe,-1
2022,snarkOS,issue-1583,Alg,Security,157,84,0,1,safe,safe,-1
2022,snarkOS,issue-1604,Ver,Compile,70,34,0,0,safe,safe,-1
2022,snarkOS,issue-1973,Unwrap,Panic,4,8,0,1,safe,safe,-1
2022,tikv,005efd56,Unwrap,Panic,47,23,0,1,safe,safe,3
2022,tikv,066a4222,Alg,Performance,2,0,0,0,safe,safe,-1
2022,tikv,0d9b7b33,Alg,Performance,1,1,0,0,safe,safe,-1
2022,tikv,0ddac996,Alg,Panic,14,2,0,2,safe,safe,3
2022,tikv,0dff1be5,Alg,Performance,26,6,0,2,safe,safe,-1
2022,tikv,0eec6009,Alg,Behavior,64,40,0,1,safe,safe,-1
2022,tikv,0f5058eb,Conc,Crash,185,63,0,1,safe,safe,-1
2022,tikv,116eb402,Alg,Crash,17,5,0,1,safe,safe,-1
2022,tikv,11a340c3,Conc,Behavior,244,104,0,1,safe,safe,-1
2022,tikv,11b5d4c3,Alg,Behavior,7,10,0,1,safe,safe,-1
2022,tikv,11f571d0,Unwrap,Panic,151,105,0,0,safe,safe,3
2022,tikv,126da290,Mem,Crash,90,29,0,1,safe,safe,-1
2022,tikv,14a8a9c4,Conc,Performance,38,2,0,0,safe,safe,-1
2022,tikv,1859674c,Alg,Performance,190,106,0,1,safe,safe,-1
2022,tikv,190f4634,Alg,Crash,18,14,0,1,Interior unsafe,safe,-1
2022,tikv,1a6efd42,Type,Panic,2,2,0,0,safe,safe,-3
2022,tikv,1b35044a,Mac,Panic,10,5,0,3,safe,safe,-1
2022,tikv,1ec84452,Alg,Performance,45,13,0,1,safe,safe,-1
2022,tikv,1f0a1a34,Alg,Performance,32,89,0,1,safe,safe,-1
2022,tikv,1ffa3034,Conc,Crash,46,49,0,0,safe,safe,-1
2022,tikv,25b45d93,Conc,Performance,107,86,0,1,safe,safe,-1
2022,tikv,26830eb6,Alg,Performance,51,8,0,0,safe,safe,-1
2022,tikv,27fa5bb0,Conc,Behavior,5,-1,0,1,safe,safe,-1
2022,tikv,2accd27c,Alg,Panic,12,1,0,0,safe,safe,-2
2022,tikv,2ad6c7da,Alg,Crash,145,38,0,1,safe,safe,-1
2022,tikv,2c9f5fda,Alg,Performance,41,0,0,0,safe,safe,-1
2022,tikv,2d2f6d50,Alg,Crash,31,41,0,1,safe,safe,-1
2022,tikv,31d20bfc,Mac,Panic,9,2,0,1,safe,safe,-1
2022,tikv,32f93fc9,Conc,Performance,8,2,0,1,safe,safe,-1
2022,tikv,3364702e,Alg,Panic,29,1,0,1,safe,safe,3
2022,tikv,356774c4,Attr,Behavior,63,5,0,0,safe,safe,-1
2022,tikv,3f769418,Alg,Performance,494,76,0,1,safe,safe,-1
2022,tikv,4253d273,Alg,Behavior,25,34,0,1,safe,safe,-1
2022,tikv,42d3222d,Ver,Crash,10,3,0,1,safe,safe,-1
2022,tikv,43b202db,Mem,Crash,30,5,0,1,safe,safe,-1
2022,tikv,43f5f7ed,Alg,Performance,78,15,0,0,safe,safe,-1
2022,tikv,4476e273,Alg,Panic,7,1,0,2,safe,safe,0
2022,tikv,456075a2,Unwrap,Panic,57,46,0,1,safe,safe,-1
2022,tikv,486761ac,Attr,Crash,113,54,1,0,safe,safe,-1
2022,tikv,497ae1b0,Alg,Performance,284,103,0,2,safe,safe,-1
2022,tikv,4b72304c,Alg,Performance,1,1,0,0,safe,safe,-1
2022,tikv,4bc6ea80,Cod,Panic,12,15,0,1,safe,safe,-1
2022,tikv,4f3e720e,Mem,Crash,56,50,0,2,Interior unsafe,safe,-1
2022,tikv,50f6c6fc,Alg,Behavior,13,3,0,1,safe,safe,-1
2022,tikv,55da0ac2,Alg,Crash,9,0,0,1,safe,safe,-1
2022,tikv,590673bb,Type,Behavior,14,6,0,1,safe,safe,-1
2022,tikv,59c2c4c1,Alg,Performance,57,29,0,1,safe,safe,-1
2022,tikv,61702556,Alg,Performance,322,93,0,1,safe,safe,-1
2022,tikv,62d77776,Unwrap,Panic,1,1,0,1,safe,safe,-1
2022,tikv,65ad2a52,Unwrap,Panic,82,9,0,1,safe,safe,-1
2022,tikv,666ea1fa,Alg,Performance,31,13,0,1,safe,safe,-1
2022,tikv,677548c4,Conc,Performance,8,4,0,2,safe,safe,-1
2022,tikv,68397e8c,Conc,Performance,322,153,0,1,safe,safe,-1
2022,tikv,693ae46f,Mac,Panic,36,11,0,2,safe,safe,0
2022,tikv,6c67b115,Mem,Performance,123,6,0,1,safe,safe,-1
2022,tikv,6c7f6ecf,Unwrap,Panic,6,4,0,0,safe,safe,3
2022,tikv,71af2905,Conc,Performance,47,13,0,1,safe,safe,-1
2022,tikv,71caf10c,Mac,Panic,5,1,0,1,safe,safe,3
2022,tikv,73487562,Type,Behavior,17,6,0,0,safe,safe,-1
2022,tikv,74159466,Alg,Crash,9,12,0,0,safe,safe,-1
2022,tikv,748f8a95,Alg,Behavior,13,5,0,2,safe,safe,-1
2022,tikv,75526df4,Alg,Performance,35,2,0,1,Interior unsafe,safe,-1
2022,tikv,76844d2e,Conc,Panic,21,1,0,0,safe,safe,-3
2022,tikv,77e48965,Alg,Performance,6,0,0,0,safe,safe,-1
2022,tikv,79170c4f,Unwrap,Panic,16,3,0,1,safe,safe,3
2022,tikv,869b953e,Unwrap,Panic,2,2,0,1,safe,safe,-1
2022,tikv,89694308,Unwrap,Panic,4,0,0,0,safe,safe,0
2022,tikv,8c31f1a3,Alg,Panic,5,2,0,1,safe,safe,-2
2022,tikv,8d9698f8,Cod,Panic,86,43,0,1,safe,safe,-2
2022,tikv,9002b4a8,Mac,Panic,36,4,0,1,safe,safe,0
2022,tikv,90a1aa11,Alg,Panic,9,0,0,1,safe,safe,3
2022,tikv,9120fe67,Alg,Performance,129,14,0,1,safe,safe,-1
2022,tikv,940e1395,Bound,Panic,18,6,0,1,safe,safe,3
2022,tikv,95c4d0ed,Alg,Crash,15,0,1,0,safe,safe,-1
2022,tikv,970f5623,Alg,Panic,5,2,0,1,safe,safe,3
2022,tikv,997e06e7,Mem,Performance,46,22,0,1,safe,safe,-1
2022,tikv,9b3a669a,Ver,Crash,41,17,0,1,safe,safe,-1
2022,tikv,9c78e8b7,Conc,Behavior,292,83,0,1,safe,safe,-1
2022,tikv,9e2305c2,Conc,Performance,0,6,0,1,safe,safe,-1
2022,tikv,9f3d72c0,Mac,Panic,96,33,0,1,safe,safe,-1
2022,tikv,a7e8153f,Unsound,Compile,47,36,0,0,unsafe,unsafe,-1
2022,tikv,a80ab988,Cod,Behavior,85,12,0,1,safe,safe,-1
2022,tikv,ab3d866e,Cod,Crash,22,9,0,1,safe,safe,-1
2022,tikv,ac32d5c8,Alg,Performance,5,5,0,0,safe,safe,-1
2022,tikv,b0118254,Alg,Panic,5,4,0,2,safe,safe,3
2022,tikv,b706adcf,Alg,Panic,104,63,0,1,unsafe,unsafe,3
2022,tikv,b841cc49,Cod,Crash,19,1,0,1,safe,safe,-1
2022,tikv,c461cd82,Alg,Behavior,21,1,0,2,safe,safe,-1
2022,tikv,c627407c,Alg,Panic,340,193,0,1,safe,safe,3
2022,tikv,c6f4f1cb,Alg,Performance,34,17,0,1,safe,safe,-1
2022,tikv,c7cbaf4d,Bound,Panic,64,24,0,1,safe,safe,-1
2022,tikv,cc127a06,Ver,Performance,4,3,0,0,safe,safe,-1
2022,tikv,cc16b0f2,Alg,Behavior,9,1,0,0,safe,safe,-1
2022,tikv,cfd0b0ea,Conc,Panic,4,2,0,0,safe,safe,3
2022,tikv,d0bc9d13,Alg,Behavior,56,0,0,0,safe,safe,-1
2022,tikv,d1cdf642,Mac,Panic,57,56,0,1,safe,safe,3
2022,tikv,d61228f9,Unwrap,Panic,168,35,0,2,safe,safe,3
2022,tikv,d9fe2ffd,Alg,Crash,11,4,0,0,safe,safe,-1
2022,tikv,da16e5ec,Cod,Behavior,1,1,0,0,safe,safe,-1
2022,tikv,daa0c8f4,Alg,Crash,68,7,0,1,safe,safe,-1
2022,tikv,db981345,Alg,Crash,32,30,0,2,safe,safe,-1
2022,tikv,dcbeb16f,Unwrap,Crash,8,3,0,0,safe,safe,-1
2022,tikv,dee0e1ea,Alg,Crash,29,16,0,2,safe,safe,-1
2022,tikv,e0c9c1aa,Alg,Behavior,18,15,0,1,safe,safe,-1
2022,tikv,e1fae946,Alg,Behavior,92,36,0,1,safe,safe,-1
2022,tikv,e3109df6,Mac,Crash,13,4,0,1,safe,safe,-1
2022,tikv,e52eb4d5,Conc,Panic,5,4,0,0,safe,safe,-3
2022,tikv,e8977871,Mac,Crash,8,4,0,2,safe,safe,-1
2022,tikv,f0c33168,Mac,Panic,12,5,0,1,safe,safe,-1
2022,tikv,f5993c19,Cod,Behavior,7,2,0,0,safe,safe,-1
2022,tikv,f5adcb1c,Alg,Behavior,8,3,0,0,safe,safe,-1
2022,tikv,f5c05a25,Alg,Crash,17,4,0,1,safe,safe,-1
2022,tikv,f7ba2023,Alg,Behavior,8,3,0,0,safe,safe,-1
2022,tikv,f9214256,Mem,Performance,45,7,0,0,safe,safe,-1
2022,tikv,fd197f08,Conc,Crash,44,38,0,0,unsafe,safe,-1
2022,tikv,fe61a034,Alg,Performance,73,26,0,0,safe,safe,-1
2022,tokio,00082c66,Mac,Panic,6,1,0,0,safe,safe,-1
2022,tokio,0826f763,Unwrap,Panic,1,17,0,0,safe,safe,-1
2022,tokio,203a0797,Type,Compile,9,0,0,0,safe,safe,-1
2022,tokio,2682c505,Alg,Performance,7,9,0,0,safe,safe,-1
2022,tokio,28ec4a61,Doc,Behavior,34,4,0,0,safe,safe,-1
2022,tokio,2bb97db5,Alg,Behavior,13,5,1,0,safe,safe,-1
2022,tokio,2df45234,Alg,Panic,7,5,0,1,safe,safe,3
2022,tokio,3c467056,Alg,Panic,1,2,0,0,safe,safe,0
2022,tokio,431ec68f,Doc,Behavior,16,2,0,0,safe,safe,-1
2022,tokio,53e12720,Alg,Compile,1,1,0,0,safe,safe,-1
2022,tokio,5690f0c3,Attr,Compile,6,6,1,0,safe,safe,-1
2022,tokio,62593be2,Doc,Behavior,1,5,0,0,safe,safe,-1
2022,tokio,644cb820,Doc,Behavior,130,9,0,0,safe,safe,-1
2022,tokio,70c10bae,Unwrap,Panic,30,14,0,1,safe,safe,3
2022,tokio,77468ae3,Alg,Compile,7,0,0,0,safe,safe,-1
2022,tokio,a6680201,Type,Behavior,38,27,0,0,safe,safe,-1
2022,tokio,a7e7eca8,Unwrap,Panic,58,1,0,1,safe,safe,-1
2022,tokio,ac2343d9,Type,Compile,37,0,0,0,safe,safe,-1
2022,tokio,aedcec66,Doc,Behavior,5,5,0,0,safe,safe,-1
2022,tokio,bdbb0ece,Doc,Behavior,9,0,0,0,safe,safe,-1
2022,tokio,d48c4370,Alg,Performance,3,6,0,0,safe,safe,-1
2022,tokio,d590a369,Ver,Compile,152,23,0,0,safe,safe,-1
2022,tokio,e14ca72e,Alg,Behavior,190,19,0,1,safe,safe,-1
2022,tokio,ed187ddf,Doc,Behavior,53,0,0,0,safe,safe,-1
2022,tokio,fd4d2b0a,Conc,Performance,77,6,0,1,safe,safe,-1
2023,egui,116d1547,Attr,Compile,2,0,0,0,safe,safe,-1
2023,egui,1e885abe,Unwrap,Panic,38,7,0,1,safe,safe,-1
2023,egui,53f8e404,Alg,Behavior,62,10,1,1,safe,safe,-1
2023,egui,74d43bfa,Owner,Compile,14,5,0,1,safe,safe,-1
2023,egui,834e2e9f,Alg,Behavior,370,188,1,1,safe,safe,-1
2023,egui,860dac69,Attr,Crash,9,3,1,0,safe,safe,-1
2023,egui,8c59888e,Ver,Compile,25,3,1,0,safe,safe,-1
2023,egui,94f8b022,Alg,Behavior,173,110,0,1,safe,safe,-1
2023,egui,95247daa,Num,Panic,10,8,0,0,safe,safe,-3
2023,egui,af641934,Alg,Panic,1,1,0,0,safe,safe,-2
2023,egui,bdeae9e9,Num,Panic,3,1,0,0,safe,safe,-2
2023,egui,c86bfb6e,Alg,Panic,43,5,0,0,unsafe,unsafe,3
2023,egui,dbf34055,Doc,Behavior,42,22,0,0,safe,safe,-1
2023,egui,dd417cfc,Alg,Behavior,136,84,1,0,safe,safe,-1
2023,egui,e367c207,Ver,Compile,26,121,0,0,safe,safe,-1
2023,egui,ea6bdfc1,Type,Compile,8,2,0,0,safe,safe,-1
2023,egui,f85a2530,Conc,Performance,17,10,0,1,safe,safe,-1
2023,meilisearch,04671d0,Alg,Panic,13,4,0,0,safe,safe,-2
2023,meilisearch,143e3cf9,Alg,Behavior,1,1,0,0,safe,safe,-1
2023,meilisearch,20f8184c,Ver,Behavior,425,148,0,1,safe,safe,-1
2023,meilisearch,256cf33b,Alg,Behavior,29,22,0,1,safe,safe,-1
2023,meilisearch,287cf25,Cod,Panic,41,4,0,1,safe,safe,-2
2023,meilisearch,39407885,Cod,Behavior,264,87,0,1,safe,safe,-1
2023,meilisearch,3e5b3df4,Doc,Behavior,3,3,0,1,safe,safe,-1
2023,meilisearch,4d037e66,Doc,Behavior,53,8,0,1,safe,safe,-1
2023,meilisearch,4f1ccbc4,Alg,Panic,41,6,0,1,safe,safe,-2
2023,meilisearch,661d1f90,Alg,Behavior,230,167,0,0,safe,safe,-1
2023,meilisearch,6f7e0c43,Doc,Behavior,454,2,0,0,safe,safe,-1
2023,meilisearch,76c05d1b,Alg,Behavior,99,64,0,1,safe,safe,-1
2023,meilisearch,82650eaa,Attr,Behavior,3,1,0,0,safe,safe,-1
2023,meilisearch,914b125c,Alg,Security,59,31,0,1,safe,safe,-1
2023,meilisearch,9945cbf9,Alg,Behavior,34,0,0,1,safe,safe,-1
2023,meilisearch,9e3e693,Alg,Panic,223,216,0,1,safe,safe,-3
2023,meilisearch,a1e9c44f,Doc,Behavior,32,1,0,2,safe,safe,-1
2023,meilisearch,a3e41ba3,Attr,Behavior,14,6,0,0,safe,safe,-1
2023,meilisearch,b3166df7,Cod,Behavior,21,18,0,0,safe,safe,-1
2023,meilisearch,b985b96e,Cod,Behavior,37,2,0,0,safe,safe,-1
2023,meilisearch,bc25f378,Conc,Performance,64,26,0,1,safe,safe,-1
2023,meilisearch,bf66e97b,Doc,Behavior,2,2,0,0,safe,safe,-1
2023,meilisearch,c0e081cd,Doc,Behavior,4,4,0,0,safe,safe,-1
2023,meilisearch,c76b488,Alg,Panic,98,18,0,1,safe,safe,-2
2023,meilisearch,dc3d9c90,Unwrap,Panic,65,4,0,0,safe,safe,-2
2023,meilisearch,e664f090,Doc,Behavior,1,1,0,0,safe,safe,-1
2023,meilisearch,ef3d098b,Doc,Behavior,10,1,0,1,safe,safe,-1
2023,meilisearch,fb1260ee,Cod,Behavior,178,45,0,1,safe,safe,-1
2023,rust,7a892ab,Alg,Performance,54,22,0,1,unsafe,unsafe,-1
2023,rust,7b66abe5,Conc,Security,47,27,0,1,unsafe,safe,-1
2023,rust,816b6591,Num,Behavior,12,1,0,0,safe,safe,-1
2023,rust,824f915c,Alg,Performance,4,0,0,0,safe,safe,-1
2023,rust,cc3dce5,Ver,Crash,6,6,1,0,safe,safe,-1
2023,rust,issue-114814,Doc,Behavior,95,4,0,0,safe,safe,-1
2023,rust-analyzer,037844c8,Alg,Behavior,112,28,0,0,safe,safe,-1
2023,rust-analyzer,07baa176,Alg,Behavior,32,4,0,0,safe,safe,-1
2023,rust-analyzer,07bc6cbc,Doc,Behavior,9,9,0,0,safe,safe,-1
2023,rust-analyzer,089ae47e,Doc,Behavior,16,18,0,1,safe,safe,-1
2023,rust-analyzer,0d5773e0,Alg,Behavior,939,35,0,0,safe,safe,-1
2023,rust-analyzer,117f9b77,Unwrap,Panic,55,57,0,1,safe,safe,3
2023,rust-analyzer,11a263d5,Alg,Behavior,28,8,0,1,safe,safe,-1
2023,rust-analyzer,15ef5f55,Alg,Behavior,142,51,0,1,safe,safe,-1
2023,rust-analyzer,15fb082c,Alg,Panic,1,1,0,0,safe,safe,-3
2023,rust-analyzer,1a318965,Unwrap,Panic,38,2,0,0,safe,safe,3
2023,rust-analyzer,1a5cee17,Doc,Behavior,18,5,0,0,safe,safe,-1
2023,rust-analyzer,2120c913,Doc,Behavior,26,4,0,1,safe,safe,-1
2023,rust-analyzer,2a57b019,Alg,Crash,114,49,0,1,safe,safe,-1
2023,rust-analyzer,2e479158,Alg,Behavior,22,5,0,1,safe,safe,-1
2023,rust-analyzer,2f1b7ced,Bound,Panic,102,68,0,0,safe,safe,-3
2023,rust-analyzer,2f2cf21d,Alg,Behavior,42,2,0,0,safe,safe,-1
2023,rust-analyzer,2fbe69d1,Alg,Crash,45,2,0,0,safe,safe,-1
2023,rust-analyzer,32424d0a,Doc,Behavior,282,30,0,1,safe,safe,-1
2023,rust-analyzer,38129514,Alg,Behavior,40,0,0,1,safe,safe,-1
2023,rust-analyzer,3d904e02,Alg,Behavior,29,0,0,1,safe,safe,-1
2023,rust-analyzer,3dd17bcf,Alg,Behavior,55,4,0,1,safe,safe,-1
2023,rust-analyzer,3ea31e0c,Doc,Behavior,41,29,0,1,safe,safe,-1
2023,rust-analyzer,41ee5ca7,Alg,Panic,43,10,0,1,safe,safe,-3
2023,rust-analyzer,466b4ec5,Alg,Behavior,23,2,0,0,safe,safe,-1
2023,rust-analyzer,489eeab9,Alg,Behavior,13,4,0,1,safe,safe,-1
2023,rust-analyzer,4c9d2c75,Alg,Behavior,57,19,0,2,safe,safe,-1
2023,rust-analyzer,50801b7d,Doc,Behavior,21,2,0,1,safe,safe,-1
2023,rust-analyzer,5111207d,Alg,Behavior,58,6,0,1,safe,safe,-1
2023,rust-analyzer,51c3ab5b,Alg,Behavior,203,42,0,1,safe,safe,-1
2023,rust-analyzer,51d5862c,Doc,Behavior,24,6,0,1,safe,safe,-1
2023,rust-analyzer,5341a6fa,Alg,Behavior,23,11,0,1,safe,safe,-1
2023,rust-analyzer,547bcf8b,Alg,Behavior,9,1,0,1,safe,safe,-1
2023,rust-analyzer,5855bd85,Alg,Behavior,51,0,0,0,safe,safe,-1
2023,rust-analyzer,59d35d24,Alg,Behavior,135,39,0,1,safe,safe,-1
2023,rust-analyzer,5afaf680,Alg,Behavior,27,1,0,0,safe,safe,-1
2023,rust-analyzer,5ddad87b,Doc,Behavior,11,7,0,1,safe,safe,-1
2023,rust-analyzer,68bdf609,Doc,Behavior,31,2,0,0,safe,safe,-1
2023,rust-analyzer,695c6124,Doc,Behavior,71,3,0,0,safe,safe,-1
2023,rust-analyzer,6b3659d3,Alg,Behavior,77,6,0,1,safe,safe,-1
2023,rust-analyzer,6c73f679,Alg,Behavior,85,1,0,0,safe,safe,-1
2023,rust-analyzer,6cf06c16,Alg,Behavior,8,2,0,1,safe,safe,-1
2023,rust-analyzer,6fd57699,Alg,Behavior,116,46,0,1,safe,safe,-1
2023,rust-analyzer,7449f9fa,Doc,Behavior,139,15,0,0,safe,safe,-1
2023,rust-analyzer,75877d78,Alg,Behavior,71,2,0,0,safe,safe,-1
2023,rust-analyzer,76633199,Doc,Behavior,48,0,0,1,safe,safe,-1
2023,rust-analyzer,76d86502,Doc,Behavior,47,13,0,0,safe,safe,-1
2023,rust-analyzer,783130bd,Alg,Behavior,57,62,0,1,safe,safe,-1
2023,rust-analyzer,790759fb,Doc,Behavior,255,123,0,1,safe,safe,-1
2023,rust-analyzer,7ac161ce,Alg,Behavior,86,7,0,0,safe,safe,-1
2023,rust-analyzer,7afd2048,Bound,Panic,105,34,0,1,safe,safe,3
2023,rust-analyzer,7ca45dcf,Alg,Behavior,108,84,0,1,safe,safe,-1
2023,rust-analyzer,7cca4e58,Alg,Behavior,43,2,0,1,safe,safe,-1
2023,rust-analyzer,85493dfd,Unwrap,Panic,21,0,0,0,safe,safe,3
2023,rust-analyzer,86b14c24,Doc,Behavior,146,60,0,0,safe,safe,-1
2023,rust-analyzer,885c1ad5,Ver,Compile,9,4,0,1,safe,safe,-1
2023,rust-analyzer,8d3522e5,Doc,Behavior,67,25,0,1,safe,safe,-1
2023,rust-analyzer,924d277f,Doc,Behavior,21,21,0,1,safe,safe,-1
